num,name,address,review,score
194,솔대왓인모슬포,제주특별자치도 서귀포시 대정읍 동일하모로 195-2,0,5
195,와플칸 대정점,제주특별자치도 서귀포시 대정읍 상모대서로 3,4,4.3
196,모슬포영다방,제주특별자치도 서귀포시 대정읍 신영로 81,0,0
197,동백다방,제주특별자치도 서귀포시 대정읍 하모이삼로 47,0,0
198,이반다방,제주특별자치도 서귀포시 대정읍 신영로 98,0,0
199,수궁다방,제주특별자치도 서귀포시 대정읍 하모항구로 78,0,5
200,가보세MK카페,제주특별자치도 서귀포시 대정읍 영서중로 3,0,5
201,민들레카페,제주특별자치도 서귀포시 대정읍 하모중앙로 51,0,0
202,골목다방,제주특별자치도 서귀포시 대정읍 하모중앙로 80,0,0
203,곱닥헌,제주특별자치도 서귀포시 대정읍 상모로290번길 26 1층,1,5
204,진다방,제주특별자치도 서귀포시 대정읍 상모로 294,0,0
205,금화다방,제주특별자치도 서귀포시 대정읍 하모중앙로 77,0,0
206,흔한남자의커피이야기,제주특별자치도 서귀포시 대정읍 하모이삼로 59,0,3
207,수지다방,제주특별자치도 서귀포시 대정읍 상모로290번길 2,0,0
208,양지다방,제주특별자치도 서귀포시 대정읍 하모상가로 40,0,0
209,산카페소주방,제주특별자치도 서귀포시 대정읍 신영로 132,0,0
210,서울다방,제주특별자치도 서귀포시 대정읍 영서중로 21-3,0,0
211,아리수다방,제주특별자치도 서귀포시 대정읍 하모중앙로 44,0,0
212,애플망고1947,제주특별자치도 서귀포시 대정읍 신평로 32,52,4.3
213,나인브로스커피,제주특별자치도 서귀포시 대정읍 중산간서로 2595 1층 101/102호,25,4.9
214,몽데,제주특별자치도 제주시 한경면 청수동8길 4 A동 1층,0,5
215,스틸슬로우,제주특별자치도 제주시 한경면 청수동4길 139-31 가동 1층,1,5
216,보타닉제주꼬피띠암,제주특별자치도 제주시 한경면 저지4길 57 1층,20,4.9
217,생각하는정원 카페,제주특별자치도 제주시 한경면 녹차분재로 675,0,0
218,브라운타임,제주특별자치도 제주시 한경면 중산간서로 3647 1층,27,5
219,새로,제주특별자치도 제주시 한경면 중산간서로 3669 주황색 카페,2,5
220,핀토르 로스터리,제주특별자치도 제주시 한경면 저지10길 2 1층 카페 핀토르,1,5
221,카페느랏,제주특별자치도 제주시 한경면 중산간서로 3695,8,4.6
222,미술카페 쌤,제주특별자치도 제주시 한경면 저지동길 8-27 가동,2,5
223,쿠싱샌드위치카페,제주특별자치도 제주시 한경면 중산간서로 3728,0,0
224,쌀롱제주,제주특별자치도 제주시 한경면 저지12길 9,0,0
225,음부리카페 인쌀롱제주,제주특별자치도 제주시 한림읍 중산간서로 3905,1,4.7
226,영신상회,제주특별자치도 제주시 한림읍 명월성로 673,32,4.8
227,렌시아,제주특별자치도 제주시 한림읍 협재로 227,53,5
228,소금빵까페 키친오즈,제주특별자치도 제주시 한림읍 협재로 208,10,3.2
229,카페닐스,제주특별자치도 제주시 한림읍 일주서로 5153,40,4.8
230,우무,제주특별자치도 제주시 한림읍 한림로 542-1 가동 1층,1/173,3.2
231,앤트러사이트 제주한림점,제주특별자치도 제주시 한림읍 한림로 564,186,3.2
232,카페유주,제주특별자치도 제주시 한림읍 한림로 564,144,3.2
233,컴컴제주,제주특별자치도 제주시 한림읍 한림로 470 1/2층,83,3.8
234,오리지날로맨스,제주특별자치도 제주시 한림읍 옹포2길 1 1~2층,26,4.4
235,멜톤,제주특별자치도 제주시 한림읍 한림로 528,81,4.1
236,리치망고 협재점,제주특별자치도 제주시 한림읍 한림로 482,53,3.9
237,비주비주 한림점,제주특별자치도 제주시 한림읍 한림해안로 9 1층,25,4.6
238,보호,제주특별자치도 제주시 한림읍 옹포7길 23-6,14,4.9
239,웨이뷰,제주특별자치도 제주시 한림읍 옹포7길 25-3,27,5
240,미유,제주특별자치도 제주시 한림읍 한림상로 15-5 다동 1층,10,0
241,카페리꼬,제주특별자치도 제주시 한림읍 한림로 542,13,5
242,무한의 서 커피로스터스,제주특별자치도 제주시 한림읍 옹포8길 5 2층,2,5
243,Gday Mate,제주특별자치도 제주시 한림읍 옹포9길 15,0,5
244,카페타미나,제주특별자치도 제주시 한림읍 한림해안로 21,6,0
245,다흰,제주특별자치도 제주시 한림읍 한림로 475 2층,0,0
246,064노트,제주특별자치도 제주시 한림읍 한림로 609,4,4.7
247,마라로79,제주특별자치도 서귀포시 대정읍 마라로 79,3,4.7
248,초콜렛캐슬,제주특별자치도 서귀포시 대정읍 마라로 113,0,1.7
249,가파리212,제주특별자치도 서귀포시 대정읍 가파로 257-10,34,4.9
250,꼬닥꼬닥걸으멍,제주특별자치도 서귀포시 대정읍 가파로67번길 87,5,4.9
251,바다보리,제주특별자치도 서귀포시 대정읍 가파로271번길 9,0,5
252,우포토시네마카페,제주특별자치도 서귀포시 대정읍 상모로 216-2,0,0
253,커피베이 제주대정점,제주특별자치도 서귀포시 대정읍 상모로273번길 14,1,0
254,우필림시네마,제주특별자치도 서귀포시 대정읍 상모로 216-2,0,0
255,쏭카롱,제주특별자치도 서귀포시 대정읍 추사로 278-4,0,5
256,레스포라,제주특별자치도 서귀포시 대정읍 중산간서로 2573-1,0,0
257,반디왓,제주특별자치도 제주시 한경면 청수동7길 51 1층,1,5
258,단당류,제주특별자치도 제주시 한경면 녹차분재로 514,4,4.5
259,땡큐미 오설록점,제주특별자치도 제주시 한경면 녹차분재로 526,6,0
260,가보카,제주특별자치도 제주시 한경면 명이2길 31 1층,6,5
261,초록지붕,제주특별자치도 제주시 한경면 연명로 509,7,5
262,또또공간,제주특별자치도 제주시 한경면 연명로 467,12,5
263,산티아고가는길,제주특별자치도 제주시 조천읍 신촌9길 47-2,7,3.1
264,알다방,제주특별자치도 제주시 한경면 연명로 543 1층,5,5
265,담앙족욕카페,제주특별자치도 제주시 한경면 녹차분재로 594-1,5,4.2
266,단디다방,제주특별자치도 제주시 한경면 녹차분재로 571,6,3
267,포레스트커뮤니티,제주특별자치도 제주시 한경면 녹차분재로 564 1층,0,0
268,우호적무관심,제주특별자치도 제주시 한경면 저지12길 103,128,4
269,담담,제주특별자치도 제주시 한경면 저지12길 60,0,4.7
270,고와리,제주특별자치도 제주시 한경면 용금로 864,7,4.2
271,별애별개,제주특별자치도 제주시 한경면 용금로 858,0,5
272,카페기지,제주특별자치도 제주시 한경면 저지12길 73-1,1,4.7
273,파파사이트 북갤러리,제주특별자치도 제주시 한림읍 용금로 889,1,5
274,서담갤러리카페,제주특별자치도 제주시 한경면 저지12길 103-2,4,5
275,크로플카페 도이,제주특별자치도 제주시 한경면 저지14길 35,0,5
276,슬로우페이스,제주특별자치도 제주시 한림읍 용금로 889,0,0
277,스토리온,제주특별자치도 제주시 한경면 용금로 862-21,0,0
278,몽키카페,제주특별자치도 제주시 한림읍 저지14길 36-10 1층,35,5
279,페이지유,제주특별자치도 제주시 한경면 저지14길 47-2,0,0
280,네스트힐,제주특별자치도 제주시 한림읍 명월성로 394,0,5
281,명월국민학교,제주특별자치도 제주시 한림읍 명월로 48,465,3.8
282,카페 귤한가,제주특별자치도 제주시 한림읍 명월성로 234-1 1층,27,5
283,돌연히,제주특별자치도 제주시 한림읍 명월로2길 6 1층,4,5
284,동명정류장,제주특별자치도 제주시 한림읍 동명7길 26 1층,149,5
285,카페 뵤뵤,제주특별자치도 제주시 한림읍 명재로 155 1/2층,55,
286,로첼로,제주특별자치도 제주시 한림읍 명월성로 141 1층,0,4.7
287,파스테이스,제주특별자치도 제주시 한림읍 한림중앙로 82 1층,77,4.3
288,나르드제주,제주특별자치도 제주시 한림읍 한림상로 110 다동 1층,1,4.8
289,컴포즈커피 제주한림점,제주특별자치도 제주시 한림읍 한림상로 116,0,5
290,벌크커피 제주한림점,제주특별자치도 제주시 한림읍 한림중앙로 71,3,5
291,아이스데이,제주특별자치도 제주시 한림읍 명월성로 18,14,4.4
292,별세계,제주특별자치도 제주시 한림읍 한림상로 67,0,0
293,바스켓(basket),제주특별자치도 제주시 한림읍 동명2길 32,1,0
294,하하공방카페,제주특별자치도 제주시 한림읍 한림중앙로 113,0,0
295,당신소려하다,제주특별자치도 제주시 한림읍 한림중앙로 56 1층,0,0
296,씨리얼,제주특별자치도 제주시 한림읍 명랑로 26 1층,118,4.1
297,카페봄봄 제주한림점,제주특별자치도 제주시 한림읍 한림로 668,1,2.6
298,놀젠,제주특별자치도 제주시 한림읍 한림로 664-3 1층,0,5
299,록다미,제주특별자치도 제주시 한림읍 한림로14길 3,9,4.9
300,파스쿠찌 제주한림점,제주특별자치도 제주시 한림읍 한림남1길 3 1층,1,5
301,이디야커피 제주한림점,제주특별자치도 제주시 한림읍 한림로 711 102호,0,5
302,황우럭만화카페,제주특별자치도 제주시 한림읍 내동남길 7-3,10,5
303,요미요미키즈카페,제주특별자치도 제주시 한림읍 한림남2길 4,1,0
304,만감,제주특별자치도 제주시 한림읍 한수풀로 11 1층,4,0
305,보물섬만화카페,제주특별자치도 제주시 한림읍 한수풀로 3,0,0
306,커피마마 제주한림점,제주특별자치도 제주시 한림읍 한림상로 136,0,5
307,책한모금,제주특별자치도 제주시 한림읍 한림상로 145,0,5
308,동백다방,제주특별자치도 제주시 한림읍 한림로17길 16,0,5
309,한림오젠,제주특별자치도 제주시 한림읍 사가동길 2,0,5
310,달리는커피 제주한림점,제주특별자치도 제주시 한림읍 한림중앙로 19,2,5
311,푸른달이레,제주특별자치도 제주시 한림읍 한림중앙로 26,5,5
312,리틀로컬,제주특별자치도 제주시 한림읍 한림남2길 24,0,5
313,카페달다,제주특별자치도 제주시 한림읍 한림로19길 7 1층,1,5
314,감성커피 제주한림점,제주특별자치도 제주시 한림읍 한림중앙로 40 1층,0,4.2
315,카페비양,제주특별자치도 제주시 한림읍 한림해안로 192 한림향도선대합실 2층,0,0
316,두두,제주특별자치도 서귀포시 안덕면 동광로 265-56,8,5
317,쭈니카페,제주특별자치도 제주시 한림읍 한림로 655-1 지하,0,0
318,보이지,제주특별자치도 제주시 한림읍 한림해안로 127 1층,0,5
319,미스터트롯카페,제주특별자치도 제주시 한림읍 한수풀로 6,0,0
320,신세계다방,제주특별자치도 제주시 한림읍 한림해안로 147,0,0
321,대림카페,제주특별자치도 제주시 한림읍 한림로19길 10,0,0
322,커피가좋아,제주특별자치도 제주시 한림읍 한림해안로 166,0,0
323,커피랑카페,제주특별자치도 제주시 한림읍 한림중앙로 10-1,0,0
324,곰순이카페,제주특별자치도 제주시 한림읍 한림로 631,0,0
325,설문대다방,제주특별자치도 제주시 한림읍 한림해안로 160,0,0
326,연화,제주특별자치도 제주시 애월읍 상가로 51 1층,59,4.3
327,패션다방,제주특별자치도 제주시 한림읍 한림로 685-3,0,0
328,오렌지,제주특별자치도 제주시 연미길 103,10,2.3
329,복카페,제주특별자치도 제주시 한림읍 한림북동길 2 2층,0,0
330,비양놀,제주특별자치도 제주시 한림읍 한림해안로 311,208,4.5
331,에그인선셋,제주특별자치도 제주시 한림읍 한수1길 33 1층,10,5
332,카페알레그레,제주특별자치도 제주시 한림읍 한림해안로 277,34,3.9
333,아노록,제주특별자치도 제주시 한림읍 수원3길 1,14,4.8
334,에브리데이크리스마스카페,제주특별자치도 제주시 한림읍 한림로 782,3,5
335,요조조,제주특별자치도 제주시 한림읍 한림해안로 328 민트지붕,52,4.7
336,까사 데 루나시,제주특별자치도 제주시 한림읍 한림해안로 338,7,4.7
337,가파도봄날에,제주특별자치도 서귀포시 대정읍 가파로67번길 47-2,7,4.6
338,블랑로쉐,제주특별자치도 제주시 우도면 우도해안길 783,429,4
339,낭꾸러기,제주특별자치도 서귀포시 대정읍 가파로 233,4,5
340,디베스트커피,제주특별자치도 서귀포시 대정읍 가파로 243-1,0,4.5
341,사일리커피,제주특별자치도 서귀포시 대정읍 최남단해안로 412,93,4.7
342,제주인카페,제주특별자치도 서귀포시 대정읍 향교로 32,0,0
343,유복현식공간,제주특별자치도 서귀포시 대정읍 보성하로19번길 20,1,5
344,에브리싱글데이,제주특별자치도 서귀포시 대정읍 추사로 72-1,23,5
345,더콘월티룸(THECORNWALLTEAROOM),제주특별자치도 서귀포시 대정읍 추사로38번길 106,3,4.8
