num,name,address,review,score
369,크라운모텔,제주특별자치도 서귀포시 중앙로71번길 15-6,0,0
370,썬모텔,제주특별자치도 서귀포시 서문로28번길 6,0,0
371,강남여인숙,제주특별자치도 서귀포시 서문로38번길 6,0,0
372,한라산국립공원 관음사지구야영장,제주특별자치도 제주시 산록북로 588,14,4
373,오현산장,제주특별자치도 제주시 아라일동 산 52-24,0,0
374,메종드씨엘하버39 호텔앤리조트,제주특별자치도 서귀포시 천지연로 39,28,4
375,신세계호텔,제주특별자치도 서귀포시 중앙로 2-2,5,3.9
376,더 루케테호텔,제주특별자치도 서귀포시 천지연로29번길 8,1,3.2
377,아이리스호텔,제주특별자치도 서귀포시 솔동산로 16-1,2,0
378,남미호텔,제주특별자치도 서귀포시 솔동산로10번길 19,1,0
379,밀라노호텔,제주특별자치도 서귀포시 솔동산로10번길 2,0,3.2
380,백호모텔,제주특별자치도 서귀포시 칠십리로91번길 20,1,2
381,신성호텔,제주특별자치도 서귀포시 솔동산로22번길 5,0,0
382,마이모텔,제주특별자치도 서귀포시 천지연로29번길 12,0,0
383,셀라모텔,제주특별자치도 서귀포시 솔동산로 9-3,0,4
384,테마모텔,제주특별자치도 서귀포시 천지연로21번길 8-1,0,0
385,우성호텔,제주특별자치도 서귀포시 솔동산로22번길 9,0,3
386,유락장모텔,제주특별자치도 서귀포시 솔동산로 28,0,0
387,폭포장모텔,제주특별자치도 서귀포시 천지연로21번길 10,0,4
388,일미모텔,제주특별자치도 서귀포시 서귀동 699-1,0,0
389,남일모텔,제주특별자치도 서귀포시 솔동산로 26-16,0,0
