num,id,store,business,address,x,y,url
61,1935009599,벨라비타,콘도,제주특별자치도 서귀포시 일주서로 809,126.4237434,33.25818884,http://place.map.kakao.com/1935009599
62,763497967,헤브론힐리조트,콘도,제주특별자치도 제주시 애월읍 고성남서길 76,126.4223777,33.42748845,http://place.map.kakao.com/763497967
63,25611771,스프링힐,콘도,제주특별자치도 서귀포시 천제연로 292,126.4367273,33.25088208,http://place.map.kakao.com/25611771
64,354915517,제주애월리조트,콘도,제주특별자치도 제주시 애월읍 광령평화2길 116-20,126.4324948,33.43457843,http://place.map.kakao.com/354915517
65,168366827,휴센,콘도,,126.437096,33.45209395,http://place.map.kakao.com/168366827
66,12236502,담앤루,콘도,제주특별자치도 서귀포시 이어도로343번길 63,126.4515413,33.24589108,http://place.map.kakao.com/12236502
67,1134059644,클럽이에스 제주리조트,콘도,제주특별자치도 서귀포시 1100로 501,126.4560661,33.28953322,http://place.map.kakao.com/1134059644
68,17602489,제주나인리조트,콘도,제주특별자치도 제주시 해안마을북길 14-5,126.4534073,33.46486138,http://place.map.kakao.com/17602489
69,25984750,비스타리조트,콘도,제주특별자치도 제주시 서해안로 74,126.4575841,33.50304587,http://place.map.kakao.com/25984750
70,20126697,스완지리조트,콘도,제주특별자치도 제주시 서해안로 84,126.4582212,33.50304505,http://place.map.kakao.com/20126697
71,193245330,이호리조트,콘도,제주특별자치도 제주시 도리로 106-16,126.4633493,33.49936544,http://place.map.kakao.com/193245330
72,26946944,썬비치리조트,콘도,제주특별자치도 제주시 서해안로 114,126.4614272,33.50251447,http://place.map.kakao.com/26946944
73,24797618,아모렉스,콘도,제주특별자치도 제주시 서해안로 216,126.4703455,33.50746206,http://place.map.kakao.com/24797618
74,24572915,켄싱턴리조트 서귀포,콘도,제주특별자치도 서귀포시 이어도로 684,126.4890656,33.23377523,http://place.map.kakao.com/24572915
75,1473619504,더시에나리조트 (2023년5월예정),콘도,,126.4845373,33.26461381,http://place.map.kakao.com/1473619504
76,867149047,엠버리조트,콘도,제주특별자치도 제주시 1100로 2671-51,126.4890526,33.42369497,http://place.map.kakao.com/867149047
77,227790611,제주드림타워,콘도,제주특별자치도 제주시 노연로 12,126.4814332,33.48521534,http://place.map.kakao.com/227790611
78,1512651884,뷰타워리조트,콘도,제주특별자치도 제주시 서해안로 346-9,126.4819658,33.50959107,http://place.map.kakao.com/1512651884
