num, store, address, review, score
128, 영산사 조계종, 제주특별자치도 서귀포시 학수암로 159, 0, 0.0
129, 원법사, 제주특별자치도 제주시 오등12길 24, 0, 0.0
130, 천덕사, 제주특별자치도 제주시 오등9길 32, 0, 0.0
131, 대한불교조계종 보현사, 제주특별자치도 제주시 신성로 50, 0, 0.0
132, 대한불교조계종 천룡사, 제주특별자치도 제주시 도남로8길 17, 0, 0.0
133, 식재심인당, 제주특별자치도 제주시 남성로26길 38, 0, 0.0
134, 향현사, 제주특별자치도 제주시 오현길 61, 0, 0.0
135, 정광사, 제주특별자치도 제주시 중앙로7길 1, 0, 0.0
136, 제주수궁사, 제주특별자치도 제주시 중앙로14길 38-1, 0, 0.0
137, 봉림사, 제주특별자치도 서귀포시 태평로205번길 87, 0, 0.0
138, 용천사, 제주특별자치도 서귀포시 호근북로 307, 0, 0.0
139, 보광사, 제주특별자치도 제주시 구산로 22-3, 0, 0.0
140, 보덕사, 제주특별자치도 제주시 독짓골8길 26, 0, 0.0
141, 제석사, 제주특별자치도 제주시 신성로10길 23, 0, 0.0
142, 선우정사, 제주특별자치도 제주시 고산동산5길 21-1, 1, 5.0
143, 광명사, 제주특별자치도 제주시 동고산로 8, 0, 0.0
144, 본문사, 제주특별자치도 제주시 삼성로15길 17, 0, 0.0
145, 반야선원, 제주특별자치도 제주시 동문로 60 3층, 0, 0.0
146, 운천사, 제주특별자치도 서귀포시 당동산로86번길 27, 0, 0.0
147, 남국사, 제주특별자치도 제주시 중앙로 738-16, 11, 4.5
148, 덕흥사, 제주특별자치도 제주시 보배길 81, 1, 4.0
149, 용화정사, 제주특별자치도 제주시 인다7길 18, 0, 0.0
150, 법륭사, 제주특별자치도 제주시 연북로 612-7, 1, 5.0
151, 성심사, 제주특별자치도 제주시 정든로6길 18, 0, 0.0
152, 보림사, 제주특별자치도 제주시 사라봉동길 61, 0, 0.0
153, 사라봉공원 보림사, 제주특별자치도 제주시 사라봉동길 61, 0, 0.0
154, 법장사, 제주특별자치도 서귀포시 서문서로5번길 25, 0, 0.0
155, 영산법화사, 제주특별자치도 서귀포시 중정로5번길 3, 0, 0.0
156, 극락사, 제주특별자치도 서귀포시 태평로 328, 0, 0.0
157, 탐라선원, 제주특별자치도 서귀포시 솜반천로 10, 0, 0.0
158, 공덕사, 제주특별자치도 서귀포시 서홍로 72, 0, 0.0
159, 대원사, 제주특별자치도 서귀포시 일주동로 8773, 0, 0.0
160, 관음사, 제주특별자치도 제주시 산록북로 660, 28, 4.9
161, 관음사 대웅전, 제주특별자치도 제주시 산록북로 660, 0, 0.0
162, 관음사 지장전, 제주특별자치도 제주시 산록북로 660, 0, 0.0
163, 구암굴사, 제주특별자치도 제주시 아라일동 산 67-6, 3, 4.0
164, 도륜정사, 제주특별자치도 제주시 선돌목길 92, 0, 0.0
165, 소림정사, 제주특별자치도 제주시 516로 3041-33, 0, 0.0
166, 백우정사, 제주특별자치도 제주시 능선길 10-2, 0, 0.0
167, 법음사, 제주특별자치도 제주시 인다10길 58, 0, 0.0
168, 덕성사, 제주특별자치도 제주시 금천길 15-10, 0, 0.0
169, 정혜사, 제주특별자치도 제주시 장수물길 80, 0, 0.0
170, 원명선원, 제주특별자치도 제주시 원두길 34, 3, 5.0
171, 관음굴사, 제주특별자치도 서귀포시 산록남로 2705-30, 0, 0.0
172, 영암사, 제주특별자치도 제주시 포제길 18, 0, 0.0
173, 죽림정사, 제주특별자치도 제주시 능산길 53, 0, 0.0
174, 한마음선원 제주지원, 제주특별자치도 제주시 황사평6길 176-1, 1, 5.0
175, 연화사, 제주특별자치도 제주시 영평길 214-88, 0, 0.0
176, 화엄사, 제주특별자치도 제주시 영평서길 77, 0, 0.0
177, 국청사, 제주특별자치도 제주시 거로남6길 48, 0, 0.0
178, 보덕사, 제주특별자치도 제주시 진남로 28, 0, 0.0
179, 정방사, 제주특별자치도 서귀포시 동부로12번길 19, 0, 0.0
180, 무량정사, 제주특별자치도 서귀포시 태평로 492, 1, 5.0
181, 법륜사, 제주특별자치도 서귀포시 정방연로 38, 0, 0.0
182, 남국선원, 제주특별자치도 서귀포시 돈내코로 296-127, 7, 3.7
183, 건운정사, 제주특별자치도 제주시 월평4길 54-40, 0, 0.0
184, 삼광사, 제주특별자치도 제주시 아봉로 279-7, 0, 0.0
185, 자비정사, 제주특별자치도 제주시 월평7길 81, 0, 0.0
186, 대안사, 제주특별자치도 서귀포시 검은여로130번길 8-9, 1, 5.0
187, 영원사, 제주특별자치도 서귀포시 토평공단로 19, 0, 0.0
188, 법성사, 제주특별자치도 서귀포시 돈내코로70번길 64, 1, 5.0
189, 용주사, 제주특별자치도 서귀포시 상효동 1565-1, 2, 5.0
190, 통영사, 제주특별자치도 제주시 첨단동길 112-11, 0, 0.0
191, 성원사, 제주특별자치도 제주시 도련길 66, 0, 0.0
192, 해운사, 제주특별자치도 서귀포시 마소물로135번길 47, 3, 5.0
193, 법림정사, 제주특별자치도 서귀포시 토평남로30번길 44-23, 0, 0.0
194, 한라암, 제주특별자치도 서귀포시 516로361번길 44, 0, 0.0
195, 낙원사, 제주특별자치도 서귀포시 돈내코로34번길 13-26, 0, 0.0
196, 선덕사, 제주특별자치도 서귀포시 516로771번길 64, 4, 4.8
197, 효명사, 제주특별자치도 서귀포시 남원읍 516로 815-41, 5, 2.0
198, 두타사, 제주특별자치도 서귀포시 516로771번길 80-27, 0, 0.0
199, 선도암, 제주특별자치도 서귀포시 516로771번길 64, 0, 0.0
200, 문강사, 제주특별자치도 제주시 원당로16길 16-30, 8, 4.8
201, 불탑사, 제주특별자치도 제주시 원당로16길 41, 5, 3.6
202, 원당사, 제주특별자치도 제주시 원당로16길 38, 0, 0.0
203, 원광사, 제주특별자치도 서귀포시 보목포로 36, 0, 0.0
204, 보목동혜관정사, 제주특별자치도 서귀포시 서리오름로 10, 1, 5.0
205, 혜원정사, 제주특별자치도 제주시 중산간동로 31, 0, 0.0
206, 월라사, 제주특별자치도 서귀포시 효돈순환로 415, 0, 0.0
207, 화천사, 제주특별자치도 제주시 생목수원로 184, 1, 3.0
208, 백련사, 제주특별자치도 서귀포시 하효중앙로 14-1, 0, 0.0
209, 용운사, 제주특별자치도 서귀포시 쇠소깍로 34, 0, 0.0
210, 심향사, 제주특별자치도 서귀포시 남원읍 신례로 386-21, 1, 5.0
211, 대원사, 제주특별자치도 제주시 조천읍 종인내길 15-24, 2, 4.5
212, 약사도량수도암, 제주특별자치도 제주시 조천읍 중산간동로 339, 0, 0.0
213, 수운교 조천지부, 제주특별자치도 제주시 조천읍 신북로 153-1, 0, 0.0
214, 불광선원, 제주특별자치도 서귀포시 남원읍 하례망장포로 27-38, 0, 0.0
215, 보타사, 제주특별자치도 서귀포시 남원읍 하례망장포로 59-7, 0, 0.0
216, 모타사, 제주특별자치도 서귀포시 남원읍 하례망장포로 59-7, 0, 0.0
217, 관정사, 제주특별자치도 서귀포시 남원읍 하신로 258, 0, 0.0
218, 평화통일불사리탑, 제주특별자치도 제주시 조천읍 일주동로 884, 5, 4.6
219, 고관사, 제주특별자치도 제주시 조천읍 조천6길 11, 0, 0.0
220, 종남사, 제주특별자치도 서귀포시 남원읍 신례로204번길 190-17, 0, 0.0
221, 현지사 제2본산, 제주특별자치도 제주시 조천읍 신북로 311, 0, 0.0
222, 무아사, 제주특별자치도 제주시 조천읍 함덕2길 52-24, 0, 0.0
223, 서광사, 제주특별자치도 서귀포시 남원읍 위미리 2750-1, 1, 5.0
224, 덕림사, 제주특별자치도 제주시 조천읍 신북로 524-1, 0, 0.0
225, 본원사, 제주특별자치도 제주시 조천읍 함덕14길 17-6, 0, 0.0
226, 연화사, 제주특별자치도 서귀포시 남원읍 태위로 275-1, 0, 0.0
227, 정토사, 제주특별자치도 제주시 조천읍 함덕19길 15, 0, 0.0
228, 선광사, 제주특별자치도 서귀포시 남원읍 태위로510번길 42, 0, 0.0
229, 청광사, 제주특별자치도 제주시 조천읍 와선로 172, 0, 0.0
230, 백금사, 제주특별자치도 제주시 조천읍 와선로 164-11, 0, 0.0
231, 남선사, 제주특별자치도 서귀포시 남원읍 의귀로 177, 3, 5.0
232, 보현사, 제주특별자치도 서귀포시 남원읍 남태해안로 209, 0, 0.0
